,0
0,66.09182385646555
1,67.60929543560798
2,63.846505440529306
3,64.81607453500871
4,67.41241795350334
5,67.05380593414822
6,65.78525867487889
7,67.57583849448646
8,68.59394597966072
9,66.8149732724556
10,66.12722018916381
11,65.5732412690829
12,66.24158094523433
13,63.681540208264956
14,64.87639546045929
15,66.58397126971677
16,66.51036210097512
17,65.1047173994609
18,70.6900433195756
19,65.47204206238236
20,66.8863214419716
21,66.09625814373898
22,66.04100497517261
23,64.50881253685088
24,68.00594486865286
25,64.14139528990961
26,67.79941915709567
27,66.79285543736204
28,65.71599608223404
29,68.11725035206315
30,65.36125797318992
31,67.74846870903797
32,63.09675517374101
33,68.76497302881283
34,64.68850837398102
35,64.13467563919501
36,65.96123165983649
37,66.89959019389052
38,67.63645666336953
39,64.79313806226499
40,66.79543317139239
41,68.69534010008825
42,65.9991082697022
43,68.44774119355445
44,64.85113951437255
45,67.5585740111785
46,67.7232030172643
47,65.85857060018806
48,67.69094966840312
49,66.59936458125252
50,63.344417427236316
51,65.72873856709188
52,67.53959915992216
53,69.67429916333305
54,67.45483118034866
55,66.8406482830537
56,69.17113912454515
57,67.03930922575393
58,66.0072654091483
59,64.52242726063396
60,64.51028900832762
61,64.21514089826012
62,63.217660158172585
63,67.1311379550627
64,65.07340938217233
65,68.71626896145123
66,67.5578966859795
67,67.50399816781093
68,66.24574235329086
69,64.93406555923201
70,69.17008171757986
71,65.79510181805784
72,69.06527660694188
73,66.26427377581987
74,67.03061607356017
75,66.27043792241467
76,66.41725181391583
77,64.60424717009607
78,65.76384740204395
79,66.36369439476852
80,63.26258289924415
81,65.71367660889094
82,68.63616916562341
83,65.37272864598323
84,64.24140065003753
85,68.07204498608824
86,67.96712292721428
87,65.56407545110334
88,65.62665250293605
89,66.82310604768598
90,63.14261837354267
91,64.49311223619667
92,65.43271821809839
93,66.80652863526257
94,68.83082950409096
95,67.51351970334127
96,67.22217241093685
97,67.00125719353493
98,66.26380598287716
99,65.91949575819007
