,0
0,55.558779830791714
1,52.9621772234492
2,53.158583199968234
3,49.90198879292509
4,62.002460089674315
5,48.82691197023223
6,49.97055828164074
7,53.5872560300855
8,59.11415168789475
9,50.49086724774161
10,50.81498626670364
11,49.39935896588046
12,49.41344496320865
13,58.55883714470858
14,50.2710463316889
15,51.42840389558264
16,55.22552585519003
17,52.832899070192
18,55.54103896905463
19,52.968684557426286
20,53.55042081641456
21,59.587657227505225
22,51.821065950683774
23,51.3301810678903
24,56.47624779010776
25,53.66412281049792
26,49.379409313952294
27,53.665092738326685
28,56.62094338707612
29,52.11334929305486
30,50.002393958231664
31,54.0364031549108
32,52.900560353759126
33,64.10543997248958
34,49.30922621803082
35,47.95189598846661
36,54.89372677133056
37,49.97379872234033
38,51.820461950172266
39,54.62478782828768
40,52.129542679028724
41,48.70276561694021
42,47.23414498657543
43,54.64412907094115
44,51.41684411937201
45,52.82898408877484
46,73.77568655459609
47,50.21729910369866
48,47.628513232901675
49,51.23571450615254
50,53.80655671212104
51,50.16536387724255
52,50.59461866405666
53,49.25513951530068
54,49.59306237076805
55,50.82806706610044
56,52.122903082166125
57,52.757672349562085
58,53.94936535858665
59,49.72806309821401
60,49.791968115827125
61,55.960083061092064
62,51.788895208115726
63,53.78960942769842
64,51.66363784658398
65,49.560300853977374
66,65.01537335608256
67,48.55638146379738
68,49.042434342499114
69,50.70601928392886
70,50.15347344381707
71,52.64735628535276
72,50.84504080310022
73,56.68196948254343
74,52.860057049391585
75,56.38950538089501
76,63.37644662531254
77,47.15182897527133
78,46.96183333994652
79,49.28953668311133
80,50.87856503586512
81,49.303023088691354
82,56.13719188258601
83,51.28367302851153
84,51.7029816463201
85,53.759325635633495
86,51.307303997425365
87,61.08206471182118
88,50.20722067180727
89,47.949960541572324
90,49.13082562902024
91,50.04662266721325
92,53.28586859241419
93,49.73072158221661
94,49.68774496188613
95,53.047839485761685
96,53.367893625369796
97,53.61791015823043
98,51.31178330048807
99,53.1948717270448
