,0
0,38.8885288399223
1,39.43504790120859
2,38.64501082351278
3,37.95821815440373
4,39.469784543759154
5,38.790874742638536
6,39.244646659700784
7,37.27730236618316
8,39.9105462016303
9,38.63222100246467
10,37.10179392560664
11,38.03145652298521
12,39.76305544901055
13,38.65385921056701
14,37.54494954170928
15,38.581365922908525
16,38.08915400249531
17,39.38859276698363
18,37.801517496175464
19,38.58584522597111
20,38.2421028035323
21,38.43608396047983
22,37.353093408458946
23,38.141089228951365
24,38.34814677653303
25,38.52697501554115
26,37.904960299090796
27,38.9267660401816
28,39.17236058389699
29,39.28401250325163
30,38.72857010594258
31,38.74217554811937
32,37.92064226857311
33,38.25713668487495
34,39.38086861445817
35,38.87980389822824
36,38.38916149739241
37,40.61977947368213
38,37.7237072405112
39,38.424352242517074
40,38.99205540933173
41,37.1586228788339
42,37.38128744692966
43,38.19141966572752
44,37.719201484871625
45,37.46884988603362
46,38.232742999986826
47,39.48871136270459
48,40.216214548035595
49,39.72323991164846
50,38.75501827432215
51,38.782480458158595
52,38.09384933493833
53,39.00132703762014
54,38.200735381644634
55,37.546585192729175
56,37.973150634200685
57,38.80884926880673
58,38.4615798360824
59,37.959174855943786
60,36.18065787559361
61,38.25254716274078
62,38.49887356109014
63,36.9941583892143
64,40.98211805785181
65,37.30621944176259
66,38.53500778146651
67,37.95537450236113
68,39.06115835835301
69,39.809947050758204
70,39.749379466628035
71,38.28152596100021
72,39.112926051820686
73,38.71128775554284
74,38.053892717164885
75,41.40101225195238
76,38.9361082086758
77,39.46854568139624
78,38.75835570780486
79,38.60198129802799
80,38.80563968944695
81,37.3286291833648
82,39.04366879609921
83,39.19600037033614
84,37.37809109385821
85,38.39095145511239
86,39.02851146939669
87,39.017432248336675
88,39.95206352145541
89,38.38545813659265
90,38.900988003756275
91,36.695658691214895
92,37.54015721648356
93,39.16103006335403
94,38.1614665308767
95,38.083396158204266
96,38.02923450650539
97,38.103927766829614
98,38.458740592802336
99,39.3774915021096
