,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59
0,62.82177960927964,61.76391178266182,63.510861823361836,62.20118666056167,61.150911680911676,62.34831433998095,63.334741118669704,63.67038499694753,64.46408786686571,64.80165445665452,65.6550764050765,65.9917573938408,65.97266366112521,65.97374483981626,66.37276149776153,66.74468451109084,66.54609728506792,66.3058155835934,66.01495860377447,65.7703874135125,65.5636180398086,65.0541000666002,64.56051609421183,64.3754078483246,64.45433251933264,64.38379512225679,64.37430696875158,64.37688364875885,64.46099427392554,64.34880019671708,64.37742083185657,64.33744149369171,64.10091960508652,63.77163102420475,63.57343842665285,63.33842267557557,63.269070444070536,63.511333622517945,63.45729796082364,63.40354446479457,63.351813261264574,63.06434034439993,62.931868368496346,62.947175972176,62.982850585628334,63.07530890003713,63.130974571134075,63.25827249525169,63.26490099092142,63.37189682539688,63.355413504433066,63.412609968379115,63.42684570844934,63.512641790651,63.65390748140742,63.713582457555574,63.675350234560675,63.71443307650197,63.791040903540846,63.85657678741012
1,68.51504375254375,67.86497252747256,67.6402964319631,65.33256257631261,62.69063695563695,61.85932370099035,62.22645938717359,62.30667480667481,63.625457875457855,63.6036965811966,63.41211658711666,63.04052621760955,63.04138763657995,62.961592607128345,62.50271503188174,62.08885709198215,61.750660477866376,61.92297743408859,61.77816469592792,61.95966091778598,61.64338260945409,61.07310652310656,61.1051275415406,60.90938199531956,60.93949552299552,60.97810122569735,61.027320844450436,61.01449375690439,61.43151814660427,61.370879120879025,61.371284316042285,61.40576064560426,61.33562687312679,61.276692343604005,61.180005232862264,61.098242266992166,61.27137783387774,61.463887817835044,61.63329002431555,61.99246578652812,62.05569887429626,61.77915758183597,61.6737308449516,61.76472011784496,61.82802503052489,62.02457220718078,62.015796595051825,62.08861787325318,62.04740692980481,62.03963848188844,62.0259671247416,62.06424286183898,62.06868141467186,62.156871335111916,62.33143643393623,62.38534744025794,62.275555609108075,62.1690748986006,61.97139244151945,61.79893416768411
2,69.79255698005696,71.68156033781032,70.16200990367659,67.40624872812373,65.22562983312984,65.73345204178541,66.9187489098203,66.67323972323973,67.91992719214942,68.089270960521,67.66703666703668,68.01230921855915,68.15699297141593,67.69861837897543,67.45796228462888,66.65165566493685,66.33792196365721,65.83087578573681,65.3666899620846,65.3059147334146,65.20657329883512,64.979948061198,64.7945223053918,64.50834138854962,64.1887824582824,63.90707613255689,63.803996894737715,63.49810708471441,63.534766606318584,63.44611094152779,63.313891022358895,63.23548789173796,63.09529976196645,62.89317316670262,62.855301761730345,62.67860605186995,62.73227980727986,62.83752396482666,62.752695725452234,62.801016101953664,62.64551455770981,62.32771927146935,62.18855737285976,62.175439722314756,62.28132410799079,62.37160431154999,62.342369175347955,62.52811291717554,62.6829127316374,62.86251251526261,62.67859676634187,62.67542001267965,62.6393387011312,62.76141165076353,62.961472508972534,63.06579688499336,63.020309231054895,62.88713571709267,62.7843098756235,62.68084825668169
3,63.91723646723646,66.0891534391534,63.35849613349613,59.74945309320301,58.189096459096426,57.906049043549004,58.119514215942786,58.15691264753767,58.67420521864972,59.53590608465611,60.82678848928853,61.61829848392355,62.40197903947912,62.18736154718304,62.193128137294835,62.42267818986571,62.66231595202181,62.89125712250709,62.853649079964775,62.98042735042722,63.306780432970754,62.91900506900495,62.962653509936025,62.90785913546322,62.61507692307689,62.68400390563849,62.679259183888796,62.66556122448984,62.66745558081766,62.6235683760684,62.558650563892506,62.5115661248473,62.44328726828718,62.37418061241583,62.20203412989115,62.148616763894374,62.14458359458343,62.33862152710824,62.61419296515433,62.899735958485806,63.03303441138791,63.12590739287153,63.23015518073642,63.48923888611371,63.66381223714539,63.873503720514385,63.895171091713365,64.05686527014623,64.27831778010325,64.31340262515236,64.09503698915437,64.0829744685511,64.14656670199092,64.2152490427951,64.23514781514757,64.23483650938985,64.17166893373013,64.05774721766078,64.03692416340704,63.88804877221524
4,69.57892755392757,70.2471815221815,68.88775607108938,68.18325574888077,66.39133801383802,66.2788173246507,67.24845412523992,67.07494467338229,67.23423551756893,67.25958994708999,67.00056471306478,66.67380740401582,66.51680989950232,66.54798643816513,66.60778286528306,66.63021437474578,66.16496325025749,66.1642989983269,66.11266172910925,66.26400691900704,66.25445738124318,65.7578322140823,65.22424439489662,64.80360470933405,64.39252299552308,64.08398668639057,63.885409412261275,63.705238131577374,63.65383334736783,63.705004578754554,63.8529287617997,63.90644014550267,63.68323204573205,63.527856933371616,63.169385720099946,63.04574938949934,63.060914485914424,63.23779681575725,63.368471817830724,63.64689852971091,63.62530065914202,63.60135327635318,63.63240894549023,63.59512281699767,63.58592106453204,63.63066637468796,63.54924098753873,63.58782305657292,63.53824319104919,63.56764560439549,63.414281225310475,63.364642426661504,63.39277075126116,63.570014998718484,63.66978253228231,63.76309896287555,63.69292783240144,63.67530560116764,63.61067263715562,63.515518077601286
5,66.80704110704112,67.4214616402116,66.65237247320574,62.3710126678876,59.46712250712248,60.3374491249491,61.624635879993,62.13825358669105,63.89062316284538,64.94462861212857,65.74526908276903,66.33918142043133,67.07817773394692,67.42166841095407,67.79280423280413,67.73562048483915,67.90526826115047,67.78283277936043,67.91310514534187,68.20968610093603,68.30249360427923,68.03259541384533,67.9605994850559,67.60914351851841,67.30433211233205,66.91178970602044,66.69470880628279,66.53876733385658,66.65085505171706,66.49594288427619,66.58811214174112,66.56767605947293,66.37460687460684,66.29720247073188,66.14982528053952,65.9575825023741,66.0027934527934,66.13991897478738,66.0374641265667,66.22216702279201,66.10374254246204,65.98234102757908,65.9009298302903,65.94953657453654,65.91554764165863,65.86056829643768,65.6995524077969,65.8792898266855,66.05896169212475,66.0837669922668,65.85780732520904,65.84472190914468,65.76831770605324,65.74650309395649,65.79349530099508,65.85865339191209,65.8515414247868,65.81919568298855,65.69146178680052,65.549099257224
6,63.04509055759058,62.07090710215715,61.274750712250736,60.0603670634921,58.532442002442075,58.60709706959714,59.46300802372231,60.2467096560847,62.06112976529651,62.54438237688246,62.31823731823736,62.463291954958684,62.68279484048719,62.63432176289324,62.96970899470903,62.90092751577127,62.67945126768651,62.80772113688778,62.921051560525264,62.94658323158324,62.92547604511898,62.453841297591346,62.25825923271578,62.3834446225072,62.54273850223854,62.61115435490433,62.44217032967033,62.48404921797782,62.72176855711345,62.70297381630719,62.63426237740761,62.447452431827486,62.320608403941804,62.20719073954378,62.04891984999136,61.93894513408416,61.950063937564096,62.102910320673594,62.071615113281915,62.20462492368758,62.36980106614265,62.344840179661645,62.514021400649355,62.71331099456108,62.78039874734326,62.87811421670126,62.78452922176331,62.79720505189259,62.7920303713671,62.70663756613761,62.511452572482014,62.42704429651546,62.44876882376891,62.60459411130718,62.73374884374889,62.846731096284685,62.735552735114126,62.716630176975,62.646587663748676,62.60373957061452
7,67.50442612942615,68.50401404151404,67.51974799891464,64.94169973544975,62.6383089133089,63.21511158594493,62.82792095470665,62.21211080586075,64.41966207660644,64.82965506715492,64.83940920190909,65.64062584791753,66.02874088162558,66.11317772835639,66.84305182471859,66.42874281389915,66.08407670760619,65.96344458011127,65.68947448750086,65.63246642246642,65.4766914743105,65.21930685055682,64.90712471908127,64.49871137735725,64.16662800162804,63.931002864656676,63.78021205474916,63.660221161114144,63.73260529381236,63.632933794600596,63.4703413223576,63.276404946326956,63.18399054649074,63.04860078646852,62.90317780103502,62.76989878691271,63.059672997173024,63.34643606880453,63.25445952433138,63.408171423483964,63.42394626601946,63.31448509603273,63.424871865860275,63.59792580105089,63.6430069416182,63.74246208702741,63.59062924860813,63.66580189679162,63.75307845971122,63.671746540496606,63.453283834901605,63.30516352415409,63.29147929289461,63.437420955245216,63.47470890220904,63.54281380821582,63.54207027540382,63.57970945083039,63.523040879397094,63.413714048297685
8,64.78711334961335,66.56802757427756,65.99709842626505,64.84021545584042,62.65894281644275,63.66492250033915,63.56994447351593,63.802674119861685,64.29657215212775,64.8330784493285,65.65600094350098,66.49092431488273,66.80836659778974,66.78463609802895,67.0808977750644,67.38742146164016,67.6339073236132,67.330282808755,67.05000937171982,66.92274089336573,66.8257909859099,66.38657546157533,66.20881288598666,65.94731400929311,65.75842673992662,65.76473145800057,65.55625876181418,65.35075186057318,65.3634424164595,65.38443460860115,65.43556543516212,65.38357546677841,65.0740384615383,64.77018512533202,64.65494825280531,64.53467177113,64.69522929522918,64.73481352955022,64.84089793160292,65.13095797720777,65.22362426417286,65.07051693896915,65.20341123131804,65.42338714526191,65.42688271604912,65.47016532179559,65.32556709445,65.41596628679957,65.5194884669374,65.46304548229544,65.39322483979346,65.3174294010832,65.21001393784412,65.2834611804519,65.39209355459354,65.45506524725275,65.49086373340752,65.42225327354627,65.29692223187978,65.14599859245682
9,73.29071021571022,68.81519383394384,66.38945699362365,64.91577762515259,62.3121408221408,63.5171703296703,65.47961727426016,65.62158501221005,66.75351433545885,68.04934523809528,68.50070670070674,68.60281678198342,68.97678727967181,69.02839372928653,69.20219508886173,69.3219067969068,69.40121322033085,68.92158006602449,68.40236676091939,68.22209452584457,68.11903066069733,68.011189042439,67.79811983507633,67.44083528354356,67.18735897435884,67.03846212548119,66.74289727761933,66.59833584074637,66.60808088782215,66.57928062678057,66.74378339700917,66.8327675073768,66.55694429027753,66.27731690966975,65.9852203616488,65.72639793334218,65.80945794695776,65.9454705138914,65.76112193836529,65.81013418294643,65.65137176509106,65.37598649146251,65.36214635923918,65.34427412864895,65.32803011802997,65.39015822140804,65.34931621766711,65.33385024504807,65.46589523477274,65.55609768009761,65.52698682036912,65.43004690288339,65.35048686463772,65.45449038273104,65.45424316424307,65.46529394877598,65.32746083513615,65.27766225632595,65.12526903416727,65.03610678673171
