,0
0,38.21951671141575
1,39.183617257661346
2,47.82393759837046
3,49.94248217757627
4,41.15458753819101
5,47.86530876770678
6,39.45148597352095
7,52.02618276085536
8,41.85380520322202
9,39.718743634848686
10,41.093995926303194
11,54.20368021479475
12,46.41065179150071
13,43.6593278400149
14,47.445366169798945
15,47.20635126377176
16,45.428664012591376
17,44.4928802888623
18,40.410901768354734
19,47.88963058976035
20,40.28742709008405
21,37.21889176928067
22,49.510508286269705
23,41.176025368021676
24,46.281469308397526
25,41.39280622164604
26,44.627807610406556
27,40.74113970928625
28,43.4624525506898
29,38.82518748264057
30,43.69851865568023
31,39.43120081473933
32,36.73090454587548
33,38.56177205814269
34,44.04984723636697
35,40.59817609480622
36,43.09084806962323
37,54.95406443847796
38,40.161887788167626
39,53.72655309693588
40,39.099078789001034
41,44.430677715026334
42,38.461332284048055
43,37.1084205166186
44,39.39519488936219
45,50.65536987316007
46,40.68796870660119
47,45.24134339413029
48,46.60827238218684
49,54.515419868531
50,47.20710582353482
51,47.945083788538135
52,39.76888714007969
53,37.55398111285985
54,39.516507730765746
55,40.184552356263296
56,37.328279788908446
57,38.131154522729176
58,38.68369132487741
59,38.528867697435494
60,41.326891028608436
61,41.18932506249419
62,39.479645403203484
63,41.27561799833356
64,39.66257753911662
65,39.91339227849259
66,42.17976576242935
67,39.13897324321812
68,46.72733543190439
69,51.162045181001794
70,46.50173132117395
71,41.92953893158022
72,40.01167947412271
73,50.32345616146644
74,46.67334043144155
75,38.41817887232662
76,46.46898435330064
77,46.59408851032325
78,46.928798259420475
79,38.88563558929728
80,43.778395518933486
81,36.290338857513234
82,38.262170169428806
83,42.04650958244646
84,47.43901490602714
85,38.118567725210674
86,44.77440514767147
87,44.32628923247858
88,44.469030645310696
89,39.06195722618257
90,35.59473659846323
91,37.68553837607625
92,43.67758540875864
93,38.531274881955454
94,44.09590315711522
95,43.29570410147208
96,40.68876029997226
97,39.69203777427993
98,36.15786964169978
99,36.07985371724852
