,0
0,85.98992156810844
1,86.51791941663231
2,72.79964818072372
3,99.69733842986322
4,94.66826263882126
5,71.4712129829246
6,75.66272523267294
7,66.37662297582678
8,72.37359856450699
9,75.32325931020499
10,71.76962891443016
11,65.64211867507875
12,70.79508511116701
13,67.01367157361959
14,70.58258274145706
15,65.32388094576778
16,99.12248424969506
17,78.25801402868343
18,68.34116329616751
19,66.6461703281439
20,65.09850939727838
21,78.40056255814055
22,67.6438116400156
23,77.85084273502022
24,63.43227919813423
25,77.53340740054917
26,73.59395294086518
27,75.4219318317088
28,71.03054390907407
29,102.60791549283395
30,88.07416420878144
31,68.2935751098886
32,63.097521834397945
33,62.88663307189378
34,65.05371195788759
35,68.61136755415049
36,66.95230159464923
37,73.21690231504115
38,83.3802998840496
39,74.79594481992396
40,81.78968878542985
41,75.67007464035483
42,70.02565018230241
43,69.51042451977547
44,69.71335546532269
45,67.93294712570683
46,73.8606257798003
47,73.531635077881
48,67.45313264644788
49,85.65125804048125
50,75.68745398353809
51,72.74236953368532
52,92.93334391436434
53,79.09119085093513
54,85.33387561116432
55,74.9274890772898
56,69.97539469449492
57,65.40075213494363
58,61.81604877855242
59,62.60580369542508
60,81.57922326416033
61,74.39178912005485
62,75.72167920959714
63,69.86752549367127
64,64.89934794397321
65,71.27623103680878
66,72.77659475974491
67,84.27474969248891
68,94.57063058535144
69,79.08812235198693
70,70.50326909765847
71,82.88934005228775
72,80.48328858439032
73,76.87161241683978
74,67.04959417337916
75,64.92912031954694
76,70.66908266871225
77,82.57655155386843
78,89.92825620202717
79,70.87871052503979
80,71.43637053006583
81,69.47507505918759
82,68.83535034234069
83,76.92611354327862
84,67.49404155699862
85,84.06461041967003
86,59.63234444782458
87,65.86870263335419
88,67.25326579108629
89,82.19013671573644
90,64.16608250558795
91,102.48498154932759
92,79.50091922705592
93,84.42559110487976
94,65.7177377756031
95,92.96898435330064
96,83.24744181535209
97,83.67876431194662
98,75.35632062286976
99,66.25164777511772
