,0
0,31.713170297282943
1,32.50598930434134
2,32.6186111515247
3,32.714303349337115
4,32.54883807054897
5,32.21219375631015
6,32.82068238831497
7,33.0101445633343
8,32.78460107309295
9,31.662645874941038
10,32.01954404574542
11,32.36349808880135
12,32.6677203609897
13,31.61949731285922
14,32.06617993924727
15,32.729562077585406
16,33.81956256254939
17,32.51739036508968
18,33.20269287235302
19,32.23560428708121
20,31.71796703127151
21,31.03549054099942
22,31.82777608775208
23,31.259821621454844
24,32.85369520458854
25,33.47738084216202
26,33.35427054814142
27,33.77917388601598
28,32.252428126143506
29,32.10816899669801
30,32.603912336159404
31,32.11047037090919
32,31.970329025972084
33,31.61907407162474
34,32.65804753528099
35,32.32233787876785
36,32.40688031531482
37,32.60337005832803
38,33.73526260795964
39,32.498895604904334
40,32.15077528094839
41,31.94150894317546
42,33.21089758003017
43,32.289968741871455
44,32.51720519704965
45,32.56715648022006
46,32.683358242843454
47,32.732282284268244
48,32.135626771771626
49,33.29043607073417
50,32.74150100740236
51,31.882766586867987
52,32.908549032056165
53,31.574430938934366
54,32.44260452074565
55,33.13272139704877
56,31.62473051437028
57,33.24228797157253
58,32.41962604873459
59,32.554864849374596
60,32.02823812609939
61,32.706120685474545
62,32.11130803585203
63,32.31625378602509
64,33.47317929115917
65,32.23548965924665
66,32.855410213340065
67,32.57593873583141
68,32.406549658100445
69,33.31611270561389
70,32.93410663033842
71,32.940428796275604
72,32.39462836333504
73,32.32754021893924
74,32.46181790927659
75,32.94039352617288
76,32.50657566980136
77,33.21304905630452
78,31.72238020289117
79,33.32977105294493
80,33.56789274361743
81,32.71056471843446
82,32.31441533191371
83,32.40858650654049
84,32.66704141150945
85,31.370816635143985
86,32.663382138338314
87,32.92657646337875
88,32.17728076324499
89,32.655062802826954
90,31.08880130146686
91,33.45554423973094
92,33.00622517315441
93,31.835967569140497
94,32.62249527160194
95,32.05351797232204
96,32.86878639984851
97,32.66600094347526
98,32.81518466103227
99,33.75824989749633
