,0
0,65.91173577845537
1,62.42162960170886
2,66.02797726506247
3,65.64788493458137
4,68.9909467702136
5,63.018903052232105
6,63.58516330912509
7,64.30052170206346
8,65.236244024919
9,62.59986759063262
10,63.245265462214476
11,63.80262140535018
12,65.1186306287336
13,67.27852206119107
14,63.03055232967732
15,64.48685787433894
16,64.99202644321383
17,65.323155412379
18,64.56256991168794
19,70.42737831996268
20,63.251835698440466
21,66.5038990311174
22,68.39475032212167
23,63.434387165396615
24,66.10770965367568
25,63.492017159806394
26,63.01635621934912
27,65.10826208000175
28,66.48010184279475
29,65.01027240823784
30,63.87506695498637
31,63.87481859204538
32,63.787186405225775
33,63.48839052675323
34,63.86029845264675
35,67.9479662470565
36,64.27633244873908
37,62.57226827470548
38,64.93778158609423
39,62.00786520797641
40,64.15300327132019
41,62.83322015206501
42,63.29387325630913
43,66.06571393472505
44,65.68549519729908
45,65.06844910632603
46,67.34766780458335
47,61.80096145580108
48,65.47072458393819
49,62.86807387862791
50,65.63165639387701
51,62.86287656934112
52,66.3505296374691
53,63.08871351302946
54,64.52849560983842
55,64.33353464338734
56,65.6938032110925
57,64.45275305169768
58,66.54346046260363
59,68.55715030930284
60,65.48124382907741
61,63.9604951591481
62,62.14696473271689
63,67.17418533648943
64,63.10894803479179
65,63.05188025879605
66,62.380826101177576
67,64.19678191317537
68,62.80317891847549
69,65.74582170363992
70,63.29372243273085
71,65.41721044543556
72,67.3211362076797
73,64.63611306528956
74,63.43672747425714
75,64.0515915829759
76,68.29546199067804
77,65.6912923673096
78,67.64105768785674
79,63.63023921179046
80,65.03746706933761
81,66.16121476311041
82,63.613174655738526
83,62.29678913642973
84,64.74416162692076
85,63.49187587397534
86,64.0720896009053
87,66.72568001595226
88,63.90717215710281
89,63.745044440815825
90,65.73399871202263
91,66.69105443230559
92,62.94051014485689
93,62.92729972892446
94,67.61331708609838
95,64.91098916359292
96,65.5541179414949
97,65.93654587554751
98,62.792042390327374
99,65.70056687283444
