,0
0,65.15293709207074
1,64.46102624635454
2,66.29988196083862
3,65.93420358283578
4,65.30138175253455
5,65.95492987085142
6,66.8387654492432
7,66.56606721288712
8,65.9913553673098
9,67.32346896264401
10,68.4287807248993
11,67.61364393834168
12,65.87605193723091
13,67.47511456742103
14,67.10005554784058
15,66.16757394806284
16,69.34292459380646
17,65.74971531731707
18,64.19520205527004
19,65.40406193584221
20,67.17168448826529
21,67.70980419386211
22,66.84711845576969
23,66.4046729620884
24,66.55851270656859
25,66.90949868073876
26,66.06113039855575
27,67.2349465352036
28,65.5574364671573
29,66.55520761005411
30,67.91484516039435
31,65.08713373142646
32,66.63225940841534
33,66.02964171642826
34,67.0015136786558
35,67.59197333703644
36,66.16197750312466
37,66.51959450076362
38,66.18834884043893
39,67.91201916400505
40,69.2902860713792
41,66.58979308429379
42,66.20520761005436
43,66.13209276489388
44,66.97776697680898
45,66.16309540341632
46,65.80723510623527
47,68.25467296208852
48,65.73430079155652
49,66.4912095542287
50,65.26715039577867
51,66.46442160811021
52,64.94686154700742
53,66.74148034995117
54,66.02280238855687
55,64.45938064157767
56,65.45717955839451
57,65.6269198722399
58,66.76668518261354
59,66.70933898069704
60,66.65416608804318
61,65.35813081516451
62,67.42251076239396
63,64.60461741424815
64,65.65763088459924
65,66.34665324260527
66,67.23484238300233
67,66.22315650604092
68,68.3691015136788
69,65.52099014025835
70,67.38098875156221
71,66.08584918761305
72,68.43620330509663
73,67.21797666990722
74,68.03542563532878
75,64.90168726565742
76,66.11090820719362
77,65.97945424246636
78,65.59011248437709
79,66.43955006249114
80,67.32923205110365
81,65.0862657964173
82,68.45934592417731
83,67.0350992917649
84,65.81063046799083
85,66.20865157617023
86,66.65682544091119
87,65.59713928621012
88,67.09745174281366
89,66.36997639216762
90,66.76085265935302
91,67.06353284266082
92,66.52497569781981
93,65.53125260380479
94,66.87666990695729
95,66.69408415497875
96,66.82861408137767
97,64.93916817108743
98,67.18862657964202
99,64.57273989723646
