,0
0,62.65032634356367
1,64.50250659630618
2,62.937494792390154
3,63.262887099014186
4,63.72104568809896
5,63.76194278572402
6,62.55977641994183
7,62.94821552562139
8,63.02509373698095
9,64.0460144424387
10,62.69596583807818
11,63.77406610193052
12,63.446424107762795
13,63.164852103874324
14,64.20733925843625
15,63.92863491181793
16,64.52276072767673
17,63.57075406193564
18,65.70347868351617
19,62.863671712262146
20,63.16304679905571
21,63.44062630190241
22,64.64866685182635
23,63.10529787529524
24,63.99564643799465
25,62.85649909734755
26,63.58299541730309
27,62.79254964588254
28,62.42527426746303
29,61.8713373142619
30,63.50195111790041
31,62.91049159838905
32,64.74240383280085
33,64.06345646438012
34,62.619858353006315
35,63.516796278294734
36,62.220892931537136
37,60.998944591029016
38,62.89148729343124
39,63.03739758366903
40,62.36471323427291
41,63.14393139841664
42,64.50865157617012
43,63.53357172614899
44,62.74094570198576
45,64.34672962088577
46,63.345979725038084
47,63.26026246354696
48,62.829829190390086
49,61.22530204138305
50,63.06261630329129
51,64.58596028329393
52,63.47289265379833
53,62.81615053464801
54,63.2716358839048
55,62.00149979169545
56,62.935397861408084
57,63.03787668379388
58,63.159901402582975
59,63.537626718511305
60,63.57355922788511
61,62.91807387862804
62,63.57839883349525
63,66.07364949312584
64,64.4238439105677
65,64.6482294125815
66,64.09124427162905
67,64.29052214970154
68,62.24713928621003
69,63.23214136925426
70,62.82228857103169
71,63.146937925288256
72,64.04461185946393
73,65.094056381058
74,63.40752673239812
75,62.0328426607414
76,62.66639355645029
77,65.05820024996504
78,61.16728926538005
79,61.98257880849871
80,62.99834745174293
81,63.11687265657536
82,64.1075753367587
83,62.630405499236055
84,63.209095958894466
85,65.29573670323543
86,64.93392584363296
87,64.50149979169541
88,63.54214692403877
89,62.41481738647404
90,65.4487710040272
91,63.16124843771673
92,63.81186640744361
93,63.38233578669638
94,62.408970976253336
95,65.4440355506181
96,64.14690320788742
97,63.803680044438224
98,63.898375225663095
99,62.96646993473084
