,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39
0,87.12597171347174,92.92128357753356,96.82245455162123,97.17600096662599,97.83339234839241,97.80568698277044,97.35196377696377,96.74510264041508,97.25010514177183,97.28560185185192,98.03609862359865,97.61453288224126,97.99749812153654,97.96807481539622,97.61099375932706,97.26560433201048,97.12481714908176,96.11855695744578,94.9489945483365,94.82611314611296,95.0782603639745,95.1579524642023,95.23738033303248,95.42782250542658,95.2401575091575,95.73938746438742,95.85170827115269,95.95373550061055,96.23947026791865,96.58823209198215,96.98392315569755,97.15601994937944,97.30107824274498,97.13786749742631,96.80914093842654,96.66750794216053,96.67017553267523,96.33278334725681,96.13074014067575,96.03443833943813
1,99.05126170126177,101.54659391534393,100.03331637498299,99.91840786528283,101.36553825803828,100.75873439831781,100.8007674864818,100.20731456043971,99.5551508162621,99.74145909645927,100.64243857993874,99.54644425790275,98.60391190006585,98.44442336763775,98.67334622167974,98.43136510480278,98.4286600110131,97.68670861031993,97.44365106141431,97.33328194953201,98.14005174719466,97.93457930957943,97.9040441241529,97.59234818036902,97.53762962962958,97.28662749287749,97.14200658737701,97.1888294740974,96.74307836161289,96.71063932980601,96.53700240917973,96.0918658742877,96.18870573870552,96.16076471186726,95.97344322344281,95.91297893207567,95.70444097944048,95.63173786496105,95.15960442691168,94.93573145604348
2,104.25088013838017,103.44958536833535,104.51425688509025,101.08938364875871,99.71845543345547,100.55005511463848,101.3591226234084,101.5221605362231,100.95603604214719,100.4695497557997,100.90002358752359,100.53848994369832,101.04979180363797,101.08421565207281,100.36665581332244,99.51631912647528,98.92901942828391,97.99851360059664,97.57326542852839,97.15416437728916,96.89155740643827,97.0750860250859,97.02087226380696,97.05694698819688,96.89540415140402,96.61474691618913,96.1659154117487,96.31062470928535,96.23572989909194,96.46005562338893,96.4806824149566,96.59736832900902,96.50716629049961,96.39138909837435,96.10855689284259,95.79500025437507,95.8176888426887,95.60670707216755,95.16985261889101,94.89886319698807
3,102.36315120065122,106.44048636548645,104.28088454755115,101.57025208587707,99.90900386650392,99.72549179215844,97.49638351066928,96.21162622100134,96.02447824808951,95.63912800162815,95.91845885595897,95.91827982973818,95.4586878933033,95.36649114774124,94.80210453127134,94.07570048585688,93.66781644281643,92.801570343237,92.51042644003172,92.46948743386234,93.16562566622076,93.2019725644724,93.39874581939777,93.36290996811806,93.1198559218557,93.1890411226947,93.21551802107335,93.56540859933699,93.31090638288892,93.20046703296687,93.48659869103406,93.7446064496843,94.19617342533978,94.14120430223333,94.02738124309514,93.84909484805279,94.05292022791976,93.92356666238192,93.90970174175239,93.8050103021972
4,99.6852411477412,104.12972120472115,105.38100325600324,104.26100045787548,104.17764550264552,103.01868131868125,102.07161535554393,101.26848354192092,101.26997128386017,99.52869251119249,99.70891885891886,98.3098074379324,98.26026110641497,97.85735943950237,97.36976936643607,96.71181286884413,96.0269401350284,95.49880415366526,95.04383688923166,95.45029838217341,95.98138917960357,95.84577598327617,95.65513218665407,95.65504214150067,95.22912494912512,95.46446240725102,95.39290575679473,95.71779500261643,96.05960257813702,95.93937118437108,96.1095540063282,96.2668762082825,96.33278079944752,96.2636288275995,96.00365224722364,95.9476581931442,96.26995360745349,96.57514472613147,96.45237638667108,96.49539529914507
5,90.82940577940579,99.27649572649567,100.40830789580782,97.84248321123317,98.2039723239722,95.96154439696095,94.31513242048949,93.57434116809105,94.04879200018071,94.06445207570196,94.57554575054564,94.7165259123591,94.48235340158404,95.03810214256636,94.89850495183816,94.48508343508333,95.03489160621504,95.51189260842028,96.22163742690043,96.8033244301993,97.68444822373378,97.73957755207736,98.10194386933502,98.36836334961316,98.34558608058587,97.74772216743352,97.48493608586197,97.87563103232749,97.76054376657828,97.89912867996202,97.88420510194706,97.75536254833132,97.4334623709625,97.34977944169128,96.89641011105302,96.88309831886228,96.99232460482463,96.98830717284675,96.75777488181352,96.39122290903555
6,98.87544770044775,101.02012871387873,102.13956891873562,101.63585546398055,99.87036528286535,98.03571513363188,96.70101168672603,96.74295062576311,97.71325747297969,98.27696835571827,99.23078958078952,98.55111967507794,98.40142802354332,97.9080433455433,97.43159137159131,97.33779571123321,97.18126840479782,96.95433794600463,96.01206943641155,95.87453780016267,95.86062367967115,95.63890345765336,95.62047101449262,95.49171160629479,95.29577411477393,95.09031319463995,94.88763868161996,94.80709361736126,94.69083424557529,94.55397435897397,94.81519867527899,95.43036318426911,95.72718516051823,95.99680175488977,96.06421056456752,96.20845076990895,96.3752145002143,96.5489500996078,96.59209558248007,96.46077075702061
7,111.10358160358163,109.20172212047213,108.04283000949658,105.76042556980046,106.32847781847771,106.05287952787943,105.27013925228202,105.65462835775318,104.68404219237534,103.85869301994288,104.29760794760779,103.74219831094823,102.61677937447156,102.21267333856602,101.63352699769355,100.38775628306868,99.66284146137072,99.14591218966196,98.45271940535079,98.43164122914094,98.74770335484594,98.78562201687176,98.61224496115774,98.19145935083405,97.64926434676414,97.64894629942691,97.70095758151298,97.60405728530716,97.55912049317216,97.58924026590698,97.36345595861737,97.43765787164241,97.19412732329417,96.8591587062177,96.70018634804364,96.70509796273703,96.98872265122276,96.76652020007295,96.54718530519824,96.35984114265375
8,99.40160256410256,97.49847120472117,99.82644654727983,101.2834439865689,101.86495319495307,101.72525946275942,101.0492550438979,101.07316595441596,101.69588364310583,101.59849358974354,101.41993515743515,100.02464726631392,99.42648163802014,99.26378495842785,98.55006105006106,98.03384621744011,97.8554951040247,97.33691182788424,96.69651987875696,96.74810439560453,96.70645144097533,96.30596833721835,95.94174297924309,95.81201244742921,95.72519983719994,95.5205061676217,95.64022068466541,95.81422920664029,96.33247389583629,96.90393179351544,97.22532789790884,97.53110468813621,97.92965583798942,98.0130540891572,97.77531339031361,97.52525536449167,97.30805200805213,97.15123438939243,96.76529082266276,96.64151912901919
9,96.95707671957676,103.65186457061465,105.22902082485416,103.82511065323575,101.61634106634115,102.61243725410405,102.95769594162466,103.33885836385859,104.11537896260138,104.05296499796513,104.3648097273099,104.24383224799908,104.11461444538389,103.47345739577905,102.18264516347863,100.72573228276373,100.15963304125094,99.70850319947583,99.37762327828167,99.14608643671183,99.5664818206488,99.42002118252154,99.21953203801057,99.02042484907095,98.33051404151433,97.9564018424598,98.05047294954724,97.90264713791522,97.66069569000626,97.29535595577278,97.3011545354289,97.39807978479868,97.62897149147152,97.85000882831766,97.75447991162274,97.55268945303668,97.53887266387274,97.59953020906964,97.23808884610155,96.94488565832307
